0	00:00:45.200	00:17:04.500	00:16:19.300
1	00:16:59.533	00:32:11.700	00:15:12.167
2	00:32:06.733	00:48:22.600	00:16:15.867
3	00:48:17.633	01:02:47.533	00:14:29.900
4	01:02:42.566	01:17:19.000	00:14:36.434
5	01:17:14.033	01:33:51.000	00:16:36.967
